latitude,longitude,prix
48.865539,2.372333,3900
48.902045,2.277621,8900
48.876387,2.341717,2700
48.87325,2.401874,3200
48.932714,2.339004,2700
48.894246,2.331131,4200
48.907565,2.298559,3200
48.880852,2.333038,2000
48.917016,2.249146,7300
48.757297,2.173032,3600
48.732679,2.301084,10700
48.876254,2.378856,2000
48.89029,2.435446,2700
48.88054,2.313518,2700
48.855364,2.384575,3200
48.898817,2.542188,9800
48.881637,2.314139,2700
48.897372,2.318179,2000
48.890841,2.352251,4200
48.895494,2.40897,8100
48.88493,2.298956,2700
48.873994,2.231925,3200
48.908472,2.302018,2000
48.855107,2.389691,2700
48.908472,2.302018,2000
48.908472,2.302018,2000
48.931948,2.279979,3900
48.874812,2.379315,2700
